"mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","G1","G10","G11","G12","G13","G14","G15","G17","G18","G19","G2","G21","G22","G23","G4","G5","G6","G7","G8","G9","NP"
"FT0145",164.11403579801,164.113858698867,164.11428372212,564.288513183594,560.257141113281,569.093322753906,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0146",164.96887142098,164.968613858045,164.96928055147,41.8815460205078,35.4412574768066,46.6783027648926,89,5,5,4,5,5,3,3,4,4,4,3,3,5,4,4,5,3,5,5,5,5
"FT0147",166.085181993906,166.084939521109,166.085516907688,478.456573486328,475.0966796875,481.39990234375,38,5,1,4,1,0,3,4,2,3,0,5,0,4,1,3,0,0,0,0,1,1
"FT0148",167.069168245794,167.069001757342,167.069416091285,680.335754394531,674.0126953125,684.731506347656,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0149",167.069161109671,167.06902758846,167.069430177741,413.940856933594,412.207611083984,416.562774658203,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
"FT0150",167.011677649366,167.011495578154,167.011882542102,40.3443698883057,24.7654914855957,45.0730056762695,112,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
"FT0151",168.072586607513,168.072320042338,168.072928685638,679.917053222656,674.0126953125,682.196899414062,31,4,0,1,1,1,0,1,4,0,0,0,0,1,2,2,0,4,4,2,1,3
"FT0152",170.054912778635,170.054644236537,170.055314097505,670.218902587891,664.218078613281,674.632507324219,100,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5
"FT0153",170.116402907479,170.116163366348,170.116565815967,375.421844482422,373.815582275391,377.240661621094,23,0,1,5,0,1,2,0,1,0,0,0,2,3,1,1,0,1,1,1,3,0
"FT0154",171.098018137265,171.063879900224,171.098279598446,343.617874145508,335.165679931641,352.518646240234,148,5,5,5,5,4,3,5,5,4,5,3,5,5,5,3,5,4,5,5,5,5
"FT0155",171.14807658406,171.147867267096,171.148304833171,459.061492919922,455.112121582031,464.366821289062,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0156",171.17323921142,171.172957347919,171.173580287294,767.57177734375,760.56103515625,772.021728515625,101,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4
"FT0157",172.168494070999,172.168246014999,172.168757435759,633.640075683594,627.665710449219,638.527465820312,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0158",172.132076324471,172.131835240348,172.132299779833,390.646636962891,386.330505371094,395.675109863281,83,0,4,5,5,5,5,4,5,4,5,2,4,4,2,5,4,5,5,5,4,1
"FT0159",172.975823300178,172.975493984323,172.976095585506,46.3828010559082,40.4468650817871,61.1354293823242,133,5,3,4,5,5,5,5,5,5,5,4,3,5,1,3,4,4,5,4,5,5
"FT0160",173.171793833443,173.171481064855,173.172080184689,633.337707519531,627.665710449219,638.12744140625,103,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
"FT0161",177.053610031185,177.053324845542,177.127323659492,620.299987792969,614.404174804688,624.748840332031,165,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0162",177.005912244401,177.005719574982,177.053848610039,44.1787910461426,40.4295234680176,60.1536865234375,101,3,5,4,4,5,5,3,3,4,5,5,5,4,5,4,4,5,5,4,5,5
"FT0163",177.956504201177,177.95630208216,178.00123762352,46.3741874694824,42.6568794250488,70.3727645874023,79,2,5,3,2,3,1,2,3,2,4,4,4,3,5,4,3,3,5,2,5,5
"FT0164",178.056927098333,178.056720500907,178.057179404467,619.939636230469,614.404174804688,624.395568847656,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0165",179.105540163509,179.10530000708,179.105841119019,630.692016601562,627.016174316406,635.607055664062,103,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0166",179.059026331808,179.058702727105,179.105700185213,619.940124511719,614.404174804688,624.6767578125,101,5,5,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0167",180.103882598695,180.103654836456,180.10419330887,32.8941307067871,28.9872779846191,41.9125366210938,85,4,5,5,3,4,2,0,3,0,2,5,4,1,5,4,4,3,5,4,5,5
"FT0168",180.946443758788,180.946196086887,181.099825585591,41.8668594360352,29.140308380127,46.9944038391113,101,4,5,4,5,4,4,2,4,4,4,3,4,4,0,5,5,2,5,5,5,5
"FT0169",181.121101885348,181.084908423041,181.121303592367,386.711395263672,376.352478027344,388.367706298828,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"FT0170",181.12114750053,181.120961162943,181.121300896308,584.714965820312,583.278381347656,586.896606445312,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FT0171",182.189151108779,182.18893827879,182.189399977191,360.365295410156,351.494995117188,368.583129882812,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0172",182.961291956986,182.935256374978,182.961537968524,34.0281352996826,24.7584342956543,56.743350982666,136,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0173",182.960723136776,182.960428475054,182.960958574898,1114.64727783203,1107.40795898438,1120.12841796875,50,3,1,2,3,2,2,3,2,2,1,1,4,4,4,3,2,3,1,4,2,1
"FT0174",183.076967999518,183.076717177763,183.077259033999,448.969329833984,445.230041503906,454.226257324219,103,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0175",183.11880613866,183.118528084544,183.119102213744,583.713043212891,579.487365722656,588.494262695312,88,3,5,5,5,4,4,4,5,5,5,5,4,5,5,1,5,3,2,5,3,5
"FT0176",184.168416245067,184.168231931545,184.168554265522,448.586303710938,445.325073242188,451.203796386719,23,0,0,0,1,1,5,3,3,1,1,0,0,3,2,1,0,1,0,0,0,1
"FT0177",184.132020920693,184.131886562637,184.132228997516,375.198272705078,372.562561035156,377.152313232422,16,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0,0
"FT0178",184.132018819152,184.131980512468,184.132066345368,388.787673950195,387.703063964844,390.591827392578,6,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
"FT0179",185.11380280957,185.113555934956,185.114177214024,430.686767578125,428.059844970703,433.019287109375,21,0,2,4,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,2,2,3
"FT0180",186.184074704103,186.183753907769,186.184414434108,682.544006347656,676.265869140625,686.688598632812,74,4,4,5,3,3,4,2,5,3,1,4,2,4,4,3,4,4,4,5,2,4
"FT0181",186.955083001944,186.954917940436,186.955296294373,13.9530625343323,11.8058938980103,28.4641494750977,106,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0182",188.142172932906,188.141942219063,188.142398586823,338.040130615234,330.312713623047,344.310028076172,79,1,1,2,5,5,5,5,5,5,5,3,3,5,5,4,3,2,2,4,4,5
"FT0183",189.110982620554,189.110686691954,189.111242052208,496.734527587891,493.010620117188,499.793670654297,78,5,5,3,4,5,1,5,4,4,3,5,5,1,2,4,5,4,5,3,5,0
"FT0184",189.110984252429,189.110809903452,189.11120766234,540.735931396484,537.346374511719,543.378662109375,64,5,5,0,0,2,1,5,1,3,1,5,5,3,5,4,5,5,0,1,5,3
"FT0185",189.111020926642,189.11089225504,189.111189284845,736.220520019531,730.473388671875,740.805114746094,20,1,0,3,3,0,1,1,1,1,0,1,0,0,0,0,0,1,2,4,1,0
"FT0186",191.038011016562,191.037650680259,191.101643425201,44.2882442474365,40.2101211547852,51.0856399536133,70,4,4,4,4,4,2,3,3,4,5,4,0,1,0,4,4,4,3,4,5,2
"FT0187",191.126623335287,191.126234265572,191.126861387476,344.075012207031,341.001922607422,348.040161132812,33,0,0,0,0,2,3,2,4,4,5,0,2,5,1,2,0,1,0,0,2,0
"FT0188",191.1418895542,191.14165568622,191.142158892384,662.303833007812,655.975463867188,676.509765625,108,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0189",191.141830398078,191.126753467992,191.142134911363,589.031585693359,574.750915527344,593.397338867188,54,0,1,1,3,4,3,1,2,3,2,2,3,4,2,3,1,2,3,5,3,2
"FT0190",191.970414447363,191.970108557338,192.054284865163,44.8225154876709,38.7850112915039,47.0337181091309,34,2,0,1,1,0,3,3,3,5,2,0,1,4,0,0,1,2,0,2,0,4
"FT0191",192.137124758718,192.136748169879,192.137496326575,570.598815917969,566.917785644531,573.248168945312,80,5,5,5,2,3,2,5,5,3,2,5,2,5,5,3,5,5,5,3,3,2
"FT0192",192.145229256495,192.144877879688,192.145532068082,662.110870361328,655.975463867188,666.153564453125,62,4,3,2,1,1,3,2,3,5,3,1,1,3,4,4,3,5,5,5,1,3
"FT0193",193.14223657121,193.141954767414,193.14254489783,354.097045898438,346.276977539062,359.282104492188,129,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
"FT0194",195.121484800634,195.121285676817,195.121680509528,285.297134399414,280.801940917969,290.971099853516,106,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0195",195.100423039835,195.100243264737,195.100689961728,680.335754394531,674.0126953125,684.731506347656,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0196",195.086460648555,195.086248643741,195.086736743512,335.143859863281,331.705505371094,337.768035888672,50,3,2,4,1,0,0,2,0,1,0,5,0,0,0,5,5,5,5,5,5,2
"FT0197",196.103824303903,196.10338585559,196.104111040749,680.336669921875,674.372619628906,684.835571289062,99,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3
"FT0198",197.127157509557,197.126885772838,197.127434386265,355.557678222656,353.321624755859,357.142700195312,15,2,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,2,0,0,4,0
"FT0199",198.074809988645,198.074780257396,198.074966709747,274.524810791016,270.807647705078,276.618316650391,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"FT0200",198.147642425208,198.147386968676,198.147834682265,298.099349975586,294.248870849609,299.814605712891,14,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
"FT0201",198.938885484089,198.938631719179,198.966758228895,37.7404670715332,25.4404945373535,47.386661529541,119,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0202",199.204451364459,199.204183912521,199.204665766924,859.566772460938,854.383239746094,864.337219238281,65,2,4,3,2,4,4,4,5,5,4,1,5,5,4,1,5,0,0,0,4,3
"FT0203",199.940206845462,199.939963703185,199.94058637359,37.7607650756836,25.4404945373535,43.4297103881836,100,3,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,4,5,4,5,5
"FT0204",200.199669613712,200.199468438997,200.199944929027,729.791381835938,723.105346679688,733.513000488281,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0205",200.936667005163,200.936401233137,200.972029240604,37.7114448547363,25.4595603942871,43.4297103881836,107,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,4,5,5
"FT0206",201.1109431278,201.11060935419,201.111258258166,490.878067016602,488.057586669922,495.942291259766,48,0,1,5,2,2,2,0,2,3,4,1,0,3,0,0,4,3,4,4,5,3
"FT0207",201.126174490039,201.125833494515,201.126484573475,645.924438476562,641.790771484375,654.888366699219,33,0,3,2,1,2,1,2,1,4,0,1,1,1,3,1,1,0,0,0,1,1
"FT0208",202.178960224829,202.178751891723,202.179170356648,44.8748168945312,39.2715873718262,49.3551712036133,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0209",203.105475222276,203.105134636512,203.105740517029,764.97705078125,760.506713867188,774.387023925781,45,1,3,2,2,2,1,2,5,3,1,4,3,3,3,1,3,1,0,0,2,3
"FT0210",203.141867658625,203.141598032368,203.142152015522,611.008514404297,607.601501464844,615.356384277344,28,0,0,1,3,2,3,0,1,2,2,0,1,3,0,1,0,0,1,5,0,3
"FT0211",204.955735006531,204.955481967297,204.956059437957,32.5564422607422,28.5793876647949,37.9362602233887,41,1,1,3,2,2,3,3,3,3,4,1,1,1,2,0,3,0,2,2,2,2
"FT0212",205.084725810166,205.084465413642,205.085023501509,800.149291992188,790.744689941406,806.890014648438,199,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0213",205.157462628486,205.157327636786,205.157861640458,712.010467529297,706.019653320312,715.026306152344,56,3,3,3,1,3,1,3,1,4,2,2,2,1,3,3,3,5,5,3,2,3
"FT0214",206.13750140387,206.137127202175,206.137701431424,285.299591064453,281.890533447266,287.943,27,5,5,0,0,1,1,1,1,2,0,0,1,0,0,0,5,1,1,1,1,1
"FT0215",207.10035647164,207.100127705372,207.100607974185,577.860168457031,574.344787597656,583.208374023438,89,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,5,5
"FT0216",207.100370647797,207.100030272219,207.100649492186,618.443511962891,612.942993164062,621.440734863281,78,5,5,0,1,4,3,5,4,4,2,4,5,5,5,4,5,5,1,1,5,5
"FT0217",207.157900264943,207.14799139416,207.158190034594,452.345977783203,446.780456542969,457.626861572266,97,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,2,5
"FT0218",207.136773358775,207.136647393377,207.13681619461,712.121276855469,710.128601074219,714.458740234375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FT0219",207.136806511147,207.136691689778,207.148111378739,613.063110351562,606.151916503906,615.66552734375,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5
"FT0220",208.140245377561,208.140167439725,208.140316900378,614.515930175781,612.029235839844,615.66552734375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FT0221",209.090822477865,209.090693278757,209.090997689233,192.184257507324,188.277053833008,196.109481811523,12,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,1,3,0,0,0
"FT0222",209.127299773401,209.127139482462,209.127463905312,280.442596435547,275.935913085938,281.98291015625,10,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0
"FT0223",209.152401773015,209.152077073807,209.152725634675,588.953765869141,584.254821777344,594.136413574219,102,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
"FT0224",211.10815766699,211.107902956576,211.108527337696,748.227722167969,738.998352050781,752.659973144531,125,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4
"FT0225",211.167999047177,211.167809966906,211.168259945727,589.721313476562,586.311096191406,594.136413574219,71,0,0,4,5,4,5,5,5,5,4,1,4,5,3,3,4,5,4,2,0,3
"FT0226",212.163356796194,212.163043532454,212.163670217562,506.573425292969,504.210662841797,510.044403076172,16,0,1,1,0,0,3,1,4,2,1,0,0,1,1,0,0,0,0,0,1,0
"FT0227",212.982277839743,212.918178251829,212.999657467321,54.1104888916016,41.7737045288086,66.3755493164062,25,0,0,2,0,1,0,0,3,1,0,0,3,1,5,0,0,0,2,1,1,4
"FT0228",213.108679623767,213.108407001661,213.158607902932,344.04460144043,341.001922607422,354.871826171875,24,0,0,0,0,0,2,4,4,2,4,0,1,3,0,0,0,2,0,0,2,0
"FT0229",214.142532161627,214.142308771567,214.142789751242,329.580993652344,325.828002929688,333.974151611328,103,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT0230",214.916421256412,214.916196459817,214.91668257304,39.5844058990479,25.4595603942871,45.0730056762695,116,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0231",215.124187138456,215.123868426667,215.124495117954,354.458374023438,345.458984375,359.282104492188,81,5,3,2,3,2,4,4,5,3,3,5,4,5,4,4,2,4,3,5,3,3
"FT0232",215.14578258429,215.137677356817,215.146184246888,329.580993652344,325.828002929688,334.715667724609,60,1,5,1,0,4,3,4,5,5,3,2,4,0,3,4,0,3,5,3,3,1
"FT0233",216.031279764623,216.030990072027,216.031507171981,400.349395751953,396.425079345703,405.368957519531,79,5,5,0,0,5,4,5,5,5,3,4,3,5,5,5,5,5,0,0,5,5
"FT0234",215.919812277889,215.919450624716,216.06212890927,40.0020332336426,33.5683212280273,45.0730056762695,46,1,3,3,2,1,2,2,1,1,4,2,4,3,2,1,0,0,4,4,3,3
"FT0235",216.158109765119,216.157816031416,216.158529421507,346.617797851562,329.973785400391,352.126647949219,49,0,3,4,5,0,2,0,4,5,3,0,0,0,0,1,0,0,5,5,2,1
"FT0236",217.103436102479,217.103129617452,217.103776743876,285.299591064453,280.801940917969,290.971099853516,103,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
"FT0237",217.105840257383,217.105652078028,217.106084034211,405.992202758789,403.727661132812,408.659759521484,18,0,0,2,0,0,1,0,2,3,1,0,0,0,0,0,0,0,2,3,0,4
"FT0238",218.909277478912,218.9089197009,218.909534526823,39.9905624389648,33.2072982788086,44.7346878051758,79,3,3,4,2,5,4,3,3,4,5,4,4,5,4,2,3,4,3,4,5,5
"FT0239",219.100399084079,219.100030911573,219.100663560095,602.358337402344,597.578002929688,605.245910644531,50,5,5,0,0,5,0,5,1,1,1,4,0,0,2,5,5,5,0,0,5,1
"FT0240",219.064005802611,219.063742391019,219.06423938583,468.203979492188,465.839202880859,470.066986083984,17,1,0,1,1,0,0,0,0,0,0,1,5,2,5,0,0,0,1,0,0,0
"FT0241",219.136673552757,219.136412286406,219.136897869718,503.039031982422,499.31201171875,505.236694335938,19,0,0,1,1,0,4,1,1,1,0,0,1,3,0,0,0,1,0,2,0,3
"FT0242",221.116026110685,221.115767616308,221.116300572464,624.220642089844,622.132690429688,626.283569335938,10,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"FT0243",221.116055385849,221.115840426453,221.152627322752,765.958618164062,760.506713867188,775.772155761719,100,4,5,3,5,5,3,5,5,5,5,5,5,5,5,1,5,4,3,3,5,5
"FT0244",221.152325720105,221.152097444299,221.152589132805,508.223846435547,504.854217529297,513.147521972656,64,0,2,5,5,5,5,2,3,5,5,1,4,4,1,2,2,2,2,5,1,3
"FT0245",222.119428008165,222.119090510377,222.120072149958,764.819885253906,760.146240234375,768.261901855469,22,1,1,0,2,1,1,0,4,2,1,1,2,2,2,0,2,0,0,0,0,0
"FT0246",223.095322578063,223.095063318089,223.095599967935,619.940124511719,614.404174804688,624.395568847656,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0247",223.062415413827,223.062176627977,223.062752760527,596.115051269531,591.454650878906,601.244995117188,103,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
"FT0248",223.131717116246,223.131381013611,223.13195780826,903.359771728516,899.643188476562,909.026733398438,26,4,3,0,2,0,2,1,0,0,1,1,1,3,0,1,2,1,1,1,1,1
"FT0249",223.987757068324,223.928628979299,223.988016644868,34.3557910919189,24.4104175567627,57.1285018920898,144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0250",224.098665668964,224.098344678477,224.098914551546,619.940124511719,614.404174804688,624.395568847656,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0251",224.145273481965,224.144918915508,224.145529792048,583.693511962891,579.487365722656,588.8779296875,94,4,5,5,5,5,4,5,5,5,5,5,4,5,5,1,5,3,3,5,5,5
"FT0252",224.989026099646,224.988681152824,224.989310508775,33.9416198730469,25.0929851531982,39.5602645874023,119,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0253",225.194859516603,225.111039402571,225.195197413359,602.459106445312,598.632751464844,615.66552734375,30,0,0,0,1,0,3,5,5,4,5,0,0,2,0,0,0,0,0,0,0,5
"FT0254",225.98584881895,225.98555526537,225.986101598189,34.2921829223633,24.4104175567627,39.5602645874023,125,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0255",226.178891357718,226.178663205597,226.179190123254,546.842163085938,542.980834960938,551.909606933594,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0256",226.950207118103,226.949927227894,226.987372817401,31.7814140319824,27.0120124816895,39.5602645874023,67,2,3,4,2,3,4,3,4,3,4,3,2,2,2,1,3,2,2,2,3,5
"FT0257",226.950312830056,226.949877992615,226.950699600556,1111.77392578125,1104.05151367188,1118.73327636719,49,4,1,4,3,3,3,3,2,2,1,1,3,3,3,1,1,2,2,5,1,1
"FT0258",227.174096969178,227.173858447068,227.174318188126,300.569152832031,296.494567871094,305.515686035156,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0259",227.174089421641,227.173876556106,227.174890565863,322.159698486328,319.083923339844,328.336761474609,92,4,4,5,4,3,5,5,4,5,5,5,4,5,5,5,3,4,5,4,5,3
"FT0260",227.174524259314,227.174181225651,227.174788755453,334.783264160156,329.220794677734,339.90087890625,81,3,3,5,5,2,5,5,5,5,4,1,3,5,5,3,3,4,4,4,4,3
"FT0261",227.174553706259,227.090263819985,227.174989245842,388.23583984375,385.749114990234,390.275207519531,32,1,2,2,1,2,2,1,3,1,2,0,1,2,0,0,2,4,1,2,1,2
"FT0262",227.174543522885,227.17424123823,227.174808760335,401.509002685547,397.54443359375,406.497283935547,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0263",227.676127707158,227.675836226088,227.676405568592,401.509002685547,397.54443359375,406.497283935547,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0264",228.194535075827,228.145212810892,228.194768287968,589.797058105469,576.566772460938,596.352416992188,110,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0265",228.230957087884,228.230654787709,228.231495053144,818.659423828125,811.459106445312,823.207214355469,84,4,5,5,5,4,5,4,2,2,4,5,3,2,4,5,5,3,5,4,4,4
"FT0266",228.177390827599,228.043041500209,228.17771591735,300.236175537109,291.641418457031,302.842681884766,40,2,2,5,3,1,2,3,1,0,2,1,1,2,1,0,1,3,2,3,2,2
"FT0267",228.158070175395,228.157781822093,228.158279914589,279.371978759766,271.252868652344,283.824951171875,18,0,0,0,0,5,1,0,2,0,4,1,0,0,0,1,0,3,0,0,1,0
"FT0268",228.977159206965,228.976912045887,228.977493889556,45.3232460021973,42.2967376708984,49.7025146484375,57,2,3,1,2,2,1,2,2,1,3,3,4,3,5,4,3,2,4,3,4,3
"FT0269",229.19788418105,229.197593369232,229.198169155251,589.96337890625,585.92822265625,592.864501953125,61,0,0,4,3,3,5,5,5,5,2,0,3,4,1,3,4,3,5,3,0,3
"FT0270",229.214941135501,229.214726357028,229.215282439574,930.868774414062,916.819458007812,941.7421875,62,4,1,1,0,3,2,1,1,0,2,0,1,3,1,3,2,3,4,3,0,1
"FT0271",229.214905892214,229.21462232123,229.215346741992,767.227325439453,762.391967773438,770.870971679688,36,2,2,2,2,0,2,1,4,3,0,3,2,3,1,0,4,2,2,0,0,1
"FT0272",229.139828639081,229.139356975654,229.140241626748,452.0830078125,449.412353515625,457.250396728516,35,2,0,1,0,1,3,3,5,5,3,1,1,2,0,1,1,1,1,1,0,3
"FT0273",230.094517645621,230.094282926694,230.094833250354,45.1899948120117,40.0620346069336,46.3199729919434,15,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,4,1,0
"FT0274",230.052270728864,230.051824729632,230.137493234462,361.911636352539,357.824493408203,376.086547851562,34,1,3,2,1,0,1,3,0,0,4,0,1,3,5,0,2,2,1,0,2,2
"FT0275",231.157810099316,231.1574860847,231.158053464659,409.767562866211,406.720947265625,414.312103271484,22,0,0,0,0,0,2,1,4,4,4,0,1,3,0,0,0,2,0,0,1,0
"FT0276",231.173091509915,231.172982370402,231.173210254223,658.217163085938,656.721923828125,659.405883789062,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FT0277",232.153075498391,232.152795926706,232.153411596643,288.293243408203,281.946716308594,294.357788085938,100,5,5,0,2,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5
"FT0278",232.168301016415,232.168068006945,232.168565405394,361.857482910156,355.188385009766,368.265655517578,25,0,0,0,2,1,3,2,2,3,2,0,1,3,0,0,0,2,0,0,0,4
"FT0279",233.209874947958,233.209432169212,233.210242519222,722.752777099609,716.433288574219,726.810668945312,80,3,5,4,5,3,4,5,5,5,5,3,3,5,5,2,4,1,3,1,4,5
"FT0280",233.1883803227,233.175215907217,233.188833232621,789.864074707031,782.488403320312,793.346008300781,79,4,5,4,2,4,1,3,4,5,4,2,3,3,5,5,4,5,5,5,2,3
"FT0281",234.017257435287,234.017052858992,234.017566267107,290.350830078125,285.731384277344,293.302185058594,31,0,0,0,2,2,3,2,4,4,3,0,2,2,2,0,0,0,1,2,0,2
"FT0282",234.017333525488,234.016966385483,234.147768070533,303.530609130859,300.854156494141,311.567901611328,22,4,3,3,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0,1,2,1
"FT0283",234.906750971335,234.906459230735,234.938374745001,45.9435806274414,36.1610488891602,48.952278137207,21,0,0,0,0,1,0,0,2,0,0,2,4,0,5,2,0,1,3,0,1,0
"FT0284",234.906735368109,234.906501064707,234.906920443412,57.8097705841064,54.3848342895508,60.9502716064453,10,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,5
"FT0285",235.095263081583,235.095006126888,235.131739463863,536.994267578125,532.52880859375,549.066101074219,96,5,5,3,2,4,5,4,5,5,5,5,5,5,5,5,5,5,2,2,5,2
"FT0286",235.168013329877,235.167747193969,235.168427868902,763.136932373047,756.79150390625,767.604309082031,78,5,4,3,2,5,2,2,5,4,1,2,4,5,4,5,4,5,5,5,3,3
"FT0287",235.168018745614,235.167889341041,235.168301602133,645.883880615234,640.349365234375,649.155700683594,18,3,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,4,0,0,4,0
"FT0288",235.167952676536,235.152986397389,235.168267266444,608.759979248047,580.283752441406,614.982360839844,122,0,3,4,4,5,5,3,4,5,4,1,5,5,2,3,2,4,3,5,2,4
"FT0289",236.147958593855,236.147554690872,236.148283701057,45.2566814422607,40.0620346069336,49.7025146484375,92,4,5,4,5,5,2,5,5,4,4,4,1,5,5,5,5,4,5,5,5,5
